0.840188	0.087065
0.394383	0.465216
0.783099	0.122248
0.798440	0.112548
0.911647	0.046251
0.197551	0.810878
0.335223	0.546480
0.768230	0.131833
0.277775	0.640472
0.553970	0.295322
0.477397	0.369703
0.628871	0.231915
0.364784	0.504224
0.513401	0.333349
0.952230	0.024474
0.916195	0.043763
0.635712	0.226505
0.717297	0.166133
0.141603	0.977366
0.606969	0.249639
0.016301	2.058278
0.242887	0.707580
0.137232	0.993043
0.804177	0.108968
0.156679	0.926778
0.400944	0.456966
0.129790	1.020917
0.108809	1.109082
0.998925	0.000538
0.218257	0.761041
0.512932	0.333806
0.839112	0.087705
0.612640	0.244989
0.296032	0.608645
0.637552	0.225060
0.524287	0.322858
0.493583	0.353032
0.972775	0.013801
0.292517	0.614617
0.771358	0.129802
0.526745	0.320519
0.769914	0.130738
0.400229	0.457860
0.891529	0.057408
0.283315	0.630598
0.352458	0.521411
0.807725	0.106767
0.919026	0.042220
0.069755	1.331381
0.949327	0.026001
0.525995	0.321231
0.086056	1.226379
0.192214	0.824573
0.663227	0.205319
0.890233	0.058136
0.348893	0.526495
0.064171	1.373099
0.020023	1.955436
0.457702	0.390769
0.063096	1.381550
0.238280	0.717155
0.970634	0.014903
0.902208	0.051455
0.850920	0.080719
0.266666	0.660880
0.539760	0.308315
0.375207	0.490139
0.760249	0.137055
0.512535	0.334193
0.667724	0.201940
0.531606	0.315926
0.039280	1.618516
0.437638	0.413182
0.931835	0.035300
0.930810	0.035850
0.720952	0.163591
0.284293	0.628874
0.738534	0.151544
0.639979	0.223160
0.354049	0.519160
0.687861	0.187084
0.165974	0.897962
0.440105	0.410372
0.880075	0.063874
0.829201	0.093646
0.330337	0.553821
0.228968	0.737086
0.893372	0.056376
0.350360	0.524397
0.686670	0.187951
0.956468	0.022254
0.588640	0.264970
0.657304	0.209804
0.858676	0.076182
0.439560	0.410991
0.923970	0.039538
0.398437	0.460103
0.814767	0.102427
0.684219	0.189739
0.910972	0.046622
0.482491	0.364397
0.215825	0.766644
0.950252	0.025514
0.920128	0.041621
0.147660	0.956421
0.881062	0.063314
0.641081	0.222300
0.431953	0.419719
0.619596	0.239343
0.281059	0.634595
0.786002	0.120398
0.307458	0.589709
0.447034	0.402561
0.226107	0.743374
0.187533	0.836900
0.276235	0.643252
0.556444	0.293095
0.416501	0.437933
0.169607	0.887135
0.906804	0.048915
0.103171	1.135683
0.126075	1.035438
0.495444	0.351150
0.760475	0.136906
0.984752	0.007683
0.935004	0.033602
0.684445	0.189573
0.383188	0.479614
0.749771	0.143994
0.368664	0.498935
0.294160	0.611815
0.232262	0.729946
0.584489	0.268509
0.244413	0.704448
0.152390	0.940657
0.732149	0.155886
0.125475	1.037825
0.793470	0.115670
0.164102	0.903634
0.745071	0.147138
0.074530	1.298278
0.950104	0.025592
0.052529	1.473192
0.521563	0.325462
0.176211	0.868038
0.240062	0.713428
0.797798	0.112950
0.732654	0.155541
0.656564	0.210368
0.967405	0.016569
0.639458	0.223567
0.759735	0.137393
0.093480	1.185001
0.134902	1.001602
0.520210	0.326761
0.078232	1.274037
0.069906	1.330299
0.204655	0.793215
0.461420	0.386723
0.819677	0.099422
0.573319	0.278157
0.755581	0.140134
0.051939	1.478844
0.157807	0.923191
0.999994	0.000003
0.204329	0.794013
0.889956	0.058292
0.125468	1.037850
0.997799	0.001102
0.054058	1.458853
0.870540	0.069321
0.072329	1.313266
0.004162	2.740927
0.923069	0.040026
0.593892	0.260529
0.180372	0.856366
0.163131	0.906599
0.391690	0.468642
0.913027	0.045495
0.819695	0.099411
0.359095	0.512084
0.552485	0.296664
0.579430	0.272855
0.452576	0.396400
0.687387	0.187429
0.099640	1.153095
0.530808	0.316677
0.757294	0.139002
0.304295	0.594879
0.992228	0.003901
0.576971	0.274982
0.877614	0.065274
0.747809	0.145304
0.628910	0.231884
0.035421	1.670227
0.747803	0.145308
0.833239	0.091218
0.925377	0.038777
0.873271	0.067754
0.831038	0.092540
0.979434	0.010390
0.743811	0.147984
0.903366	0.050814
0.983596	0.008270
0.666880	0.202572
0.497259	0.349323
0.163968	0.904042
0.830012	0.093158
0.888949	0.058858
0.076995	1.282009
0.649707	0.215617
0.248044	0.697074
0.629480	0.231431
0.229137	0.736718
0.700620	0.177895
0.316867	0.574636
0.328777	0.556188
0.231428	0.731743
0.074161	1.300759
0.633072	0.228585
0.223656	0.748822
0.651132	0.214521
0.510686	0.336000
0.971466	0.014475
0.280042	0.636408
0.546107	0.302470
0.719269	0.164760
0.113281	1.088944
0.471483	0.375936
0.592540	0.261669
0.944318	0.028646
0.450918	0.398235
0.336351	0.544800
0.847684	0.082623
0.434513	0.416764
0.003231	2.867411
0.344943	0.532188
0.598481	0.256680
0.833243	0.091215
0.233892	0.726449
0.675476	0.196169
0.482950	0.363921
0.481936	0.364972
0.304956	0.593794
0.712087	0.169777
0.182556	0.850350
0.621823	0.237550
0.040864	1.598749
0.413984	0.440964
0.695984	0.181214
0.673936	0.197310
0.637640	0.224991
0.347116	0.529048
0.184622	0.844721
0.609106	0.247882
0.627158	0.233278
0.730729	0.156856
0.328374	0.556800
0.740438	0.150256
0.202213	0.799217
0.920914	0.041194
0.684757	0.189346
0.653130	0.212989
0.257265	0.678823
0.532441	0.315142
0.087644	1.217238
0.260497	0.672582
0.877384	0.065405
0.686125	0.188348
0.093740	1.183614
0.111276	1.097872
0.361601	0.508607
0.576691	0.275225
0.593211	0.261102
0.666557	0.202815
0.288778	0.621049
0.775767	0.126951
0.288379	0.621739
0.329642	0.554874
0.189751	0.831021
0.984363	0.007880
0.003579	2.816395
0.827391	0.094739
0.331479	0.552095
0.188201	0.835122
0.436497	0.414487
0.958637	0.021121
0.918930	0.042272
0.764871	0.134024
0.699075	0.178998
0.121143	1.055391
0.685786	0.188595
0.383832	0.478775
0.774273	0.127915
0.943051	0.029317
0.916273	0.043721
0.861917	0.074298
0.203548	0.795926
0.793657	0.115552
0.548042	0.300702
0.297288	0.606526
0.904932	0.049947
0.909643	0.047352
0.873979	0.067349
0.498144	0.348433
0.576200	0.275651
0.162757	0.907749
0.273911	0.647476
0.864579	0.072756
0.492399	0.354233
0.463662	0.384300
0.848942	0.081882
0.495977	0.350612
0.291053	0.617124
0.180421	0.856230
0.684178	0.189768
0.727550	0.159036
0.139058	0.986431
0.603109	0.252829
0.492422	0.354210
0.838134	0.088289
0.724252	0.161308
0.178208	0.862403
0.221966	0.752617
0.498525	0.348050
0.121259	1.054914
0.138238	0.989388
0.360443	0.510211
0.324807	0.562262
0.931895	0.035267
0.908485	0.047989
0.622095	0.237331
0.836828	0.089069
0.818128	0.100368
0.496074	0.350515
0.334972	0.546855
0.394327	0.465287
0.658831	0.208644
0.608883	0.248065
0.258906	0.675645
0.151230	0.944477
0.072545	1.311774
0.107848	1.113515
0.647207	0.217544
0.363598	0.505853
0.288270	0.621930
0.331386	0.552236
0.091149	1.197632
0.427328	0.425102
